tmoraleslz,Cikulina,Indonesia
bhudsonm0,Bi’r al ‘Abd,Egypt
pjamesm1,Majie,China
lnguyenm2,Mzuzu,Malawi
escottm3,Palenggihan,Indonesia
larmstrongm4,Stykkishólmur,Iceland
rstewartm5,Kaizuka,Japan
eruizm6,Curumaní,Colombia
dcrawfordm7,Linchen,China
dwatsonm8,Rawawilis,Indonesia
cgarciam9,Potulando,Indonesia
acoxma,Cikarang,Indonesia
pmillsmb,Simunul,Philippines
jvasquezmc,Kuching,Malaysia
djohnstonmd,Fier-Çifçi,Albania
tfloresme,Nakajah,Indonesia
phendersonmf,Castelo,Portugal
rrussellmg,Želešice,Czech Republic
sgriffinmh,Bang Lamung,Thailand
gdaymi,El Sombrero,Venezuela
dkelleymj,Revolucion Verde,Mexico
dwagnermk,Tiandian,China
agarzaml,Chocope,Peru
ehallmm,Jieheshi,China
mcolemn,Morris,Canada
ttaylormo,Caen,France
gpetersmp,Logon,Philippines
dschmidtmq,Ippy,Central African Republic
jcarrmr,Ujar,Azerbaijan
jlewisms,Ludza,Latvia
probinsonmt,Paraiso,Philippines
jjohnsonmu,Finote Selam,Ethiopia
tgilbertmv,Diamantina,Brazil
rlewismw,Linares,Colombia
tmartinmx,Sandweiler,Luxembourg
twheelermy,Guiping,China
amendozamz,Sionogan,Philippines
tcampbelln0,Lurugan,Philippines
awashingtonn1,Yeniköy,Turkey
crusselln2,Al Qarmadah,Tunisia
nsimpsonn3,Renhe,China
dclarkn4,Rrapë,Albania
cwilsonn5,Pantaihambawang,Indonesia
mhuntn6,Dadong’ao,China
mharrisonn7,Kannabechō-yahiro,Japan
dharrisonn8,Loboniki,Indonesia
rdeann9,Kaputian,Philippines
hmartinna,Santo Domingo Oeste,Dominican Republic
ghughesnb,Dasht-e Archī,Afghanistan
jwhitenc,Plérin,France
mjonesnd,Stratónion,Greece
awilliamsonne,Wyszogród,Poland
cruiznf,Louisville,United States
mturnerng,Changjiangbu,China
jfosternh,Pangai,Tonga
jpierceni,Chotcza,Poland
mwebbnj,Denton,United States
ghudsonnk,Benito Juarez,Mexico
dgrantnl,Betaf,Indonesia
djohnstonnm,Lyskovo,Russia
hrossnn,Tintafor,Sierra Leone
nortizno,Kozhanka,Ukraine
gwalkernp,Binjiang,China
jhowellnq,Aksarka,Russia
bwheelernr,Saiki,Japan
sfergusonns,Wysokie Mazowieckie,Poland
ereynoldsnt,Waipukang,Indonesia
jgreennu,Supu,China
nscottnv,Timiryazevo,Kazakhstan
tcarternw,Buzovna,Azerbaijan
salvareznx,Laval,France
ddanielsny,Ketapang,Indonesia
ihowardnz,Chambellan,Haiti
dbrowno0,Široki Brijeg,Bosnia and Herzegovina
apowello1,Potoni,Peru
hrobertso2,Kohāt,Pakistan
pleeo3,Novaya Igirma,Russia
hriceo4,Kashihara,Japan
tgordono5,Moulins,France
akimo6,Cunén,Guatemala
jgonzalezo7,Bells Corners,Canada
tsimso8,Levallois-Perret,France
wfoxo9,Callao,Peru
rgriffinoa,Radzanów,Poland
lbrooksob,Purong,China
rortizoc,Manuel Antonio Mesones Muro,Peru
aromerood,Jijiga,Ethiopia
cdanielsoe,Diamantino,Brazil
crayof,Donnybrook,Ireland
lporterog,Budzów,Poland
telliottoh,Épinal,France
rreyesoi,Kunshan,China
cmccoyoj,Wete,Tanzania
arobertsonok,El Cacao,Dominican Republic
eortizol,Limbuhan,Philippines
abradleyom,Shardara,Kazakhstan
hwilsonon,San Isidro,Philippines
rwelchoo,Hajnówka,Poland
tburkeop,Bilalang,Indonesia
pgrantoq,Cuito,Angola
rstevensor,Larangan,Indonesia
sgarzaos,Jalasenga,Indonesia
cmatthewsot,Zarya,Ukraine
rlittleou,Amparita,Indonesia
agarciaov,Saint-Germain-en-Laye,France
dsullivanow,Crato,Brazil
bbishopox,Pisz,Poland
lkimoy,Xinshan,China
mrodriguezoz,Nagosela,Portugal
jgutierrezp0,Kaminokawa,Japan
dwashingtonp1,Banayoyo,Philippines
dgrantp2,Huichang,China
aburnsp3,Tân Trụ,Vietnam
lallenp4,Al Qamşīyah,Syria
lbennettp5,Fortios,Portugal
smoralesp6,Sanjinquan,China
hleep7,Sandviken,Sweden
klopezp8,Narong,China
lbakerp9,Kantharalak,Thailand
ebishoppa,Araxá,Brazil
jsullivanpb,Heshan,China
mwilliamspc,Borås,Sweden
jdiazpd,Olafulihaa,Indonesia
bperkinspe,Pitumarca,Peru
cdavispf,Valeirinha,Portugal
mhartpg,Guisa,Cuba
lwatsonph,Santol,Philippines
jsullivanpi,Xishui,China
ccarterpj,Tân Sơn,Vietnam
sthomaspk,Binabaan,Philippines
charrisonpl,Panikihan,Philippines
abarnespm,Miskolc,Hungary
nlewispn,Guangning,China
fburnspo,Macarse,Philippines
wsimpsonpp,Ourinhos,Brazil
jcrawfordpq,Nueva Ocotepeque,Honduras
ttuckerpr,eMbalenhle,South Africa
jallenps,Kota Kinabalu,Malaysia
pmoorept,Avlónas,Greece
kallenpu,Zhulan,China
wrodriguezpv,Lluchubamba,Peru
ccunninghampw,Golovchino,Russia
ljacobspx,Charlottetown,Canada
elawrencepy,Nova Pazova,Serbia
slanepz,Kotovsk,Russia
lroseq0,Shostka,Ukraine
fboydq1,Yanmenkou,China
gsimmonsq2,Tuchlovice,Czech Republic
jshawq3,Da’an,China
eramirezq4,Eiguliai,Lithuania
cperezq5,Negotino,Macedonia
kdeanq6,Přimda,Czech Republic
jarmstrongq7,Orda,Russia
pjamesq8,Nowosielce-Gniewosz,Poland
dmendozaq9,Kuštilj,Serbia
csullivanqa,Bedinje,Macedonia
pgarrettqb,Huanghuai,China
nhughesqc,El Marañón,Honduras
jmcdonaldqd,Saint-Lô,France
pryanqe,Bang Rakam,Thailand
jellisqf,Gabrovo,Bulgaria
nduncanqg,Plužine,Montenegro
cmarshallqh,Pyin Oo Lwin,Myanmar
dedwardsqi,Thāru Shāh,Pakistan
lcrawfordqj,Cocachacra,Peru
gyoungqk,Banjarjo,Indonesia
emendozaql,Xiaopu,China
troseqm,Šluknov,Czech Republic
cperezqn,Rio Branco do Sul,Brazil
kfrazierqo,Galesong,Indonesia
sbishopqp,São João da Barra,Brazil
trussellqq,Maticmatic,Philippines
mcruzqr,Thala,Tunisia
crogersqs,Heemstede,Netherlands
jevansqt,Villa Nueva,Argentina
ssnyderqu,Adh Dhayd,United Arab Emirates
jsimsqv,Novosibirsk,Russia
rfloresqw,Gradizhsk,Ukraine
wrileyqx,Montceau-les-Mines,France
jsanchezqy,Lons-le-Saunier,France
ebrooksqz,Ishkhoy-Yurt,Russia
balvarezr0,Guantian,China
bnelsonr1,Trubchevsk,Russia
celliottr2,Oslo,Norway
lwarrenr3,Huaranchal,Peru
rruizr4,Konstantinovo,Belarus
aellisr5,Tauca,Peru
etorresr6,Yanas,Peru
vjenkinsr7,Poá,Brazil
jyoungr8,Benito Juarez,Mexico
pstanleyr9,Ash Sharyah,Yemen
amitchellra,San Pedro Pinula,Guatemala
jbradleyrb,Sancang,China
bfrazierrc,Curridabat,Costa Rica
vcrawfordrd,Cicurug,Indonesia
amendozare,Kaniv,Ukraine
amyersrf,Datartua,Indonesia
cwrightrg,Longkou,China
bspencerrh,Phichai,Thailand
wtuckerri,Huangtan,China
srussellrj,Seleuš,Serbia
jrossrk,Hatu Buh,China
tpiercerl,Indulang,Philippines
djenkinsrm,Smārde,Latvia
rcookrn,Bograd,Russia
kwellsro,Iwanai,Japan
tortizrp,Wufeng,China
nweaverrq,Changqi,China
jholmesrr,Dambořice,Czech Republic
